number,category,questionText,questionCode,answerText,answerCode,mdnLink,timesSkipped,timesEdited,lastUpdated
674,Iterators,What does  <code>what does .reduce do?</code> do?,,"returns a single value after iterating through the elements of an array, thereby reducing the array using an accumulator and currentValue .",,https://www.google.com/search?q=what does .reduce do?,,,
675,Iterators,"What does  <code>how would you use reduce to find a single sum of the array:const numbers = [1, 2, 4, 10];</code> do?",,"const numbers = [1, 2, 4, 10];const summedNums = numbers.reduce((accumulator, currentValue) => {return accumulator + currentValue })",,"https://www.google.com/search?q=how would you use reduce to find a single sum of the array:const numbers = [1, 2, 4, 10];",,,
676,Objects,What does  <code>what is the basic syntax to assign an empty object to a variable called spaceship?</code> do?,,let spaceship = {};,,https://www.google.com/search?q=what is the basic syntax to assign an empty object to a variable called spaceship?,,,
677,Objects,What does  <code>We fill an object with unordered data. This data is organized into key-value pairs. What is a key value pair?</code> do?,,A key is like a variable name that points to a location in memory that holds a value.,,https://www.google.com/search?q=We fill an object with unordered data. This data is organized into key-value pairs. What is a key value pair?,,,
678,Objects,"What does  <code>in this case, what is the key, and what is the value?let spaceship = {'fuel type' = 'diesel,color: 'blue',}</code> do?",,"fuel type and color are keys, diesel and blue are values",,"https://www.google.com/search?q=in this case, what is the key, and what is the value?let spaceship = {'fuel type' = 'diesel,color: 'blue',}",,,
679,Objects,"What does  <code>in this case, why is fuel type in quotations and color is not?let spaceship = {'fuel type' = 'diesel,color: 'blue',}</code> do?",,"because you can leave out the quotations if there is no special characters, for example, the space inbetween fuel and type",,"https://www.google.com/search?q=in this case, why is fuel type in quotations and color is not?let spaceship = {'fuel type' = 'diesel,color: 'blue',}",,,
680,Objects,"What does  <code>in this case, how would we access the properties(values) of spaceship using dot notiation?let spaceship = {homePlanet: 'Earth',color: 'silver' };</code> do?",,spaceship.homePlanet;spaceship.color;,,"https://www.google.com/search?q=in this case, how would we access the properties(values) of spaceship using dot notiation?let spaceship = {homePlanet: 'Earth',color: 'silver' };",,,
681,Objects,What does  <code>what are the two ways to access an object's property/value?</code> do?,,dot and bracket notation,,https://www.google.com/search?q=what are the two ways to access an object's property/value?,,,
682,Objects,What does  <code>when do we have to use bracket notation when accessing an objects property/value?</code> do?,,"We must use bracket notation when accessing keys that have numbers, spaces, or special characters in them.",,https://www.google.com/search?q=when do we have to use bracket notation when accessing an objects property/value?,,,
683,Objects,"What does  <code>in this case, how would you access the objects fuel type?let spaceship = {'Fuel Type': 'Turbo Fuel','Active Duty': true,homePlanet: 'Earth',numCrew: 5 };</code> do?",,spaceship['Fuel Type'];,,"https://www.google.com/search?q=in this case, how would you access the objects fuel type?let spaceship = {'Fuel Type': 'Turbo Fuel','Active Duty': true,homePlanet: 'Earth',numCrew: 5 };",,,
684,Objects,"What does  <code>in this case, why would you use bracket notation instead of dot notation?let returnAnyProp = (objectName, propName) => objectName[propName];returnAnyProp(spaceship, 'homePlanet'); // Returns 'Earth'</code> do?",,If we tried to write our returnAnyProp() function with dot notation the computer would look for a key of 'propName' on our object and not the value of the propName parameter.,,"https://www.google.com/search?q=in this case, why would you use bracket notation instead of dot notation?let returnAnyProp = (objectName, propName) => objectName[propName];returnAnyProp(spaceship, 'homePlanet'); // Returns 'Earth'",,,
685,Objects,"What does  <code>in this casem how would you change the fuel type to vegetable oil and the color to gold??let spaceship = {'Fuel Type' : 'Turbo Fuel',homePlanet : 'Earth',color: 'silver',}</code> do?",,spaceship['Fuel Type'] = 'vegetable oil';spaceship.color = 'gold';,,"https://www.google.com/search?q=in this casem how would you change the fuel type to vegetable oil and the color to gold??let spaceship = {'Fuel Type' : 'Turbo Fuel',homePlanet : 'Earth',color: 'silver',}",,,
686,Objects,"What does  <code>if you had this, how would you add a new property called style with the value of alien?let spaceship = {'Fuel Type' : 'Turbo Fuel',homePlanet : 'Earth',color: 'silver',}</code> do?",,spaceship.style = 'alien';,,"https://www.google.com/search?q=if you had this, how would you add a new property called style with the value of alien?let spaceship = {'Fuel Type' : 'Turbo Fuel',homePlanet : 'Earth',color: 'silver',}",,,
687,Objects,"What does  <code>if you had this, how would you delete the homePlanet from the object?let spaceship = {'Fuel Type' : 'Turbo Fuel',homePlanet : 'Earth',color: 'silver',}</code> do?",,delete spaceship.homePlanet;,,"https://www.google.com/search?q=if you had this, how would you delete the homePlanet from the object?let spaceship = {'Fuel Type' : 'Turbo Fuel',homePlanet : 'Earth',color: 'silver',}",,,
688,Objects,"What does  <code>if you had this, how would you delete the fuel type from the object?let spaceship = {'Fuel Type' : 'Turbo Fuel',homePlanet : 'Earth',color: 'silver',}</code> do?",,delete spaceship['Fuel Type'];,,"https://www.google.com/search?q=if you had this, how would you delete the fuel type from the object?let spaceship = {'Fuel Type' : 'Turbo Fuel',homePlanet : 'Earth',color: 'silver',}",,,
689,Objects,What does  <code>method</code> do?,,When the data stored on an object is a function,,https://www.google.com/search?q=method,,,
690,Objects,What does  <code>what is the difference between a property and a method?</code> do?,,"A property is what an object has, while a method is what an object does.",,https://www.google.com/search?q=what is the difference between a property and a method?,,,
691,Objects,What does  <code>what are key value pairs held in?</code> do?,,{},,https://www.google.com/search?q=what are key value pairs held in?,,,
692,Objects,What does  <code>what does it mean to say that objects are passed by reference?</code> do?,,"when we pass a variable assigned to an object into a function as an argument, the computer interprets the parameter name as pointing to the space in memory holding that object. As a result, functions which change object properties actually mutate the object permanently",,https://www.google.com/search?q=what does it mean to say that objects are passed by reference?,,,
693,Objects,"What does  <code>if you had the following code, how would you change the fuel type to avocado oil using a function called greenEnergy?let spaceship = {'Fuel Type' : 'Turbo Fuel',homePlanet : 'Earth'};</code> do?",,let greenEnergy = obj => {obj['Fuel Type'] = 'avocado oil';}greenEnergy(spaceship);,,"https://www.google.com/search?q=if you had the following code, how would you change the fuel type to avocado oil using a function called greenEnergy?let spaceship = {'Fuel Type' : 'Turbo Fuel',homePlanet : 'Earth'};",,,
694,Objects,What does  <code>what actually mutates objects permenantly instead of just reassigning? and can overcome initial const declaration?</code> do?,,"As a result, functions which change object properties actually mutate the object permanently",,https://www.google.com/search?q=what actually mutates objects permenantly instead of just reassigning? and can overcome initial const declaration?,,,
695,Objects,What does  <code>what is for...in?</code> do?,,"for in is the looping mechanism for objects, that executes a block of code for each property in an object",,https://www.google.com/search?q=what is for...in?,,,
696,Objects,"What does  <code>if you wanted to make a loop using for...in for an object, what is the syntax for the for....in part</code> do?",,for (let variableName in outerElement.InnerElement),,"https://www.google.com/search?q=if you wanted to make a loop using for...in for an object, what is the syntax for the for....in part",,,
697,Objects,What does  <code>what do you do need to do with the variable name calling the variables in for...in</code> do?,,you place it inside square brackets instead of the dot notation when calling the specific variable,,https://www.google.com/search?q=what do you do need to do with the variable name calling the variables in for...in,,,
698,Objects,What does  <code>what are objects?</code> do?,,objects in JavaScript are containers that store data and functionality.,,https://www.google.com/search?q=what are objects?,,,
699,Adv Objects,"What does  <code>in the following example, what is the calling object?const goat = { dietType: 'herbivore',makeSound() { console.log('baaa'); },diet() {console.log(this.dietType); } };</code> do?",,goat,,"https://www.google.com/search?q=in the following example, what is the calling object?const goat = { dietType: 'herbivore',makeSound() { console.log('baaa'); },diet() {console.log(this.dietType); } };",,,
700,Adv Objects,What does  <code>what happens when you use the this keyword with arrow functions</code> do?,,"Arrow functions inherently bind, or tie, an already defined this value to the function itself that is NOT the calling object - it exists in the global scope and thus wouldn't have the property that we are trying to refer to",,https://www.google.com/search?q=what happens when you use the this keyword with arrow functions,,,
701,Adv Objects,"What does  <code>what type of function declaration should you avoid when using the ""this"" keyword and why?</code> do?",,arrow declaration because they bind a predefined value to the function that exists in the global scope - it cant catch the property we are. trying to catch,,"https://www.google.com/search?q=what type of function declaration should you avoid when using the ""this"" keyword and why?",,,
702,Adv Objects,"What does  <code>in terms of objects, what does privacy mean?</code> do?",,the idea that only certain properties should be mutable or able to change in value.,,"https://www.google.com/search?q=in terms of objects, what does privacy mean?",,,
703,Adv Objects,"What does  <code>in the following code, there is a before the word amount, what does this mean?const bankAccount = {_amount: 1000 }</code> do?",,"that the property should not be altered, though it can still be reassigned",,"https://www.google.com/search?q=in the following code, there is a before the word amount, what does this mean?const bankAccount = {_amount: 1000 }",,,
704,Adv Objects,What does  <code>Getters are ....</code> do?,,methods that get and return the internal properties of an object.,,https://www.google.com/search?q=Getters are ....,,,
705,Adv Objects,"What does  <code>if you had an object called person, and wanted to get their first and last name then print the full name to the console, what would you do?</code> do?",,get fullName() {if (this._firstName && this._lastName){return `${this._firstName} ${this._lastName}`; },,"https://www.google.com/search?q=if you had an object called person, and wanted to get their first and last name then print the full name to the console, what would you do?",,,
706,Adv Objects,What does  <code>what do you do when console.logging a getter method</code> do?,,console.log(outer.innter);,,https://www.google.com/search?q=what do you do when console.logging a getter method,,,
707,Adv Objects,What does  <code>what do setter methods do?</code> do?,,reassign values of existing properties within an object.,,https://www.google.com/search?q=what do setter methods do?,,,
708,Factory Functions,What does  <code>factory function</code> do?,,a function that returns an object and can be reused to make multiple object instances. Factory functions can also have parameters allowing us to customize the object that gets returned.,,https://www.google.com/search?q=factory function,,,
709,Factory Functions,"What does  <code>if you wanted to make a monster called ghost whose name is ghouly, is 251 years old, and whose energy souce is plasma using the monsterFactory factory function, what would you do?</code> do?",,"const ghost = monsterFactory('ghouly', 251, 'plasma')",,"https://www.google.com/search?q=if you wanted to make a monster called ghost whose name is ghouly, is 251 years old, and whose energy souce is plasma using the monsterFactory factory function, what would you do?",,,
710,Factory Functions,What does  <code>what does property value shorthand do?</code> do?,,"makes it so that when you're making a factory function, you don't need to write the key AND value (because they are the same), you just write one",,https://www.google.com/search?q=what does property value shorthand do?,,,
711,Factory Functions,What does  <code>how does destructured assignment work?</code> do?,,In destructured assignment we create a variable with the name of an object's key that is wrapped in curly braces { } and assign to it the object.,,https://www.google.com/search?q=how does destructured assignment work?,,,
712,Factory Functions,What does  <code>what would be the destructured assignment if we wanted to save a key called resident from an object called vampire as its own variable?</code> do?,,const { residence } = vampire;,,https://www.google.com/search?q=what would be the destructured assignment if we wanted to save a key called resident from an object called vampire as its own variable?,,,
713,Factory Functions,What does  <code>what is the syntax if we wanted to save an objects property as a seperate variable if the object is called vampire and his preference(key) is inside(property)?</code> do?,,const {inside} = vampire.preference;,,https://www.google.com/search?q=what is the syntax if we wanted to save an objects property as a seperate variable if the object is called vampire and his preference(key) is inside(property)?,,,
714,Factory Functions,"What does  <code>if you wanted to grab an array list of all of the key names (properties) in an object called robot, what would you do?</code> do?",,const robotKeys = object.keys(robot);,,"https://www.google.com/search?q=if you wanted to grab an array list of all of the key names (properties) in an object called robot, what would you do?",,,
715,Factory Functions,What does  <code>what is the syntax using object.assign when creating a new object called returnTarget</code> do?,,"const returnedTarget = Object.assign(target, source);",,https://www.google.com/search?q=what is the syntax using object.assign when creating a new object called returnTarget,,,
716,Factory Functions,What does  <code>what does object.assign do?</code> do?,,"assigns new key value pairs to the object, which becomes a new object",,https://www.google.com/search?q=what does object.assign do?,,,
717,Requests,What does  <code>what is the job of the event loop?</code> do?,,"to look at the stack and the task queue, and if the stack is empty, it puts the first thing on the cue onto the stack (runs it)",,https://www.google.com/search?q=what is the job of the event loop?,,,
718,Requests,What does  <code>what is the purpose of setting setTimeout to zero?</code> do?,,you're deferring the execution of the code until the stack is clear,,https://www.google.com/search?q=what is the purpose of setting setTimeout to zero?,,,
719,Requests,What does  <code>What does AJAX stand for?</code> do?,,Asynchronous JavaScript and XML -,,https://www.google.com/search?q=What does AJAX stand for?,,,
720,Requests,What does  <code>What is AJAX?</code> do?,,A set of web development codes and techniques used to send and receive data asynchronously,,https://www.google.com/search?q=What is AJAX?,,,
721,Requests,What does  <code>what is an API?</code> do?,,"An application programming interface (API) is a messenger that takes requests and tells a system what you want to do, then returns the response back to you.",,https://www.google.com/search?q=what is an API?,,,
722,Requests,What does  <code>what is the XHR object?</code> do?,,API in the form of an object?,,https://www.google.com/search?q=what is the XHR object?,,,
723,Requests,What does  <code>what does xhr.open do?</code> do?,,.open() creates a new request and the arguments passed in determine what type of request is being made and where it's being made to:1. what kind of request2. what file/url we're making the request to3. a boolean value as to if it is asynchronous or not,,https://www.google.com/search?q=what does xhr.open do?,,,
724,Requests,What does  <code>what is the meaning of 200 when making a request?ie:if (xhr.status === 200)</code> do?,,okay,,https://www.google.com/search?q=what is the meaning of 200 when making a request?ie:if (xhr.status === 200),,,
725,Requests,What does  <code>what does xhr.send do?</code> do?,,sends the request,,https://www.google.com/search?q=what does xhr.send do?,,,
726,Requests,What does  <code>how do you use the event listener to load a function called loadUser when a button called button1 is clicked?</code> do?,,"document.getElementById('button1').addEventListener('click', loadUser)",,https://www.google.com/search?q=how do you use the event listener to load a function called loadUser when a button called button1 is clicked?,,,
727,Requests,What does  <code>what does JSON stand for</code> do?,,JavaScript Object Notation,,https://www.google.com/search?q=what does JSON stand for,,,
728,Requests,What does  <code>what is the purpose of a get request?</code> do?,,"to update a page or request, receive or send data to a server without reloading a page/after the page has loaded",,https://www.google.com/search?q=what is the purpose of a get request?,,,
729,Requests,What does  <code>what does the send request do?</code> do?,,the send() request is used to send the XMLHttpRequest to the specified URL.,,https://www.google.com/search?q=what does the send request do?,,,
730,Requests,"What does  <code>if you have the following variable, and input field is another variable, what does inputField.value do?const wordQuery = inputField.value;</code> do?",,grabs the value stored in inputField and assigns it to the variable wordQuery,,"https://www.google.com/search?q=if you have the following variable, and input field is another variable, what does inputField.value do?const wordQuery = inputField.value;",,,
731,Requests,What does  <code>what is a query string?</code> do?,,A query string contains additional information to be sent with a request.,,https://www.google.com/search?q=what is a query string?,,,
732,Requests,What does  <code>how is a query string separated from the url?</code> do?,,"they are seperated from the URL by a ?, and you can then create a parameter which is a key value pair joined by a =you can add multiple parameters by putting & in between them",,https://www.google.com/search?q=how is a query string separated from the url?,,,
733,Requests,What does  <code>what is the major difference between post and get requests?</code> do?,,"The major difference between a GET request and POST request is that a POST request requires additional information to be sent through the request - it changes data, as would occur if we were, lets say, changing a password",,https://www.google.com/search?q=what is the major difference between post and get requests?,,,
734,Requests,What does  <code>What does JSON.stringify do?</code> do?,,JSON.stringify() will convert a value to a JSON string.,,https://www.google.com/search?q=What does JSON.stringify do?,,,
735,Requests,What does  <code>what does xhr.onload do?</code> do?,,onload is a callback function that does something when the request is successfully completed,,https://www.google.com/search?q=what does xhr.onload do?,,,
736,Requests,What does  <code>what does JSON.parse do?</code> do?,,convert JSON back into an object.,,https://www.google.com/search?q=what does JSON.parse do?,,,
737,Requests,What does  <code>what does fetch() do?</code> do?,,"Creates a request object that contains relevant information that an API needs.Sends that request object to the API endpoint provided.Returns a promise that ultimately resolves to a response object, which contains the status of the promise with information the API sent back.",,https://www.google.com/search?q=what does fetch() do?,,,
738,Requests,What does  <code>what is JSON?</code> do?,,Light weight text based format used to transport data from web app to server.,,https://www.google.com/search?q=what is JSON?,,,
739,Requests,What does  <code>what is the purpose of renderRawResponse</code> do?,,"The renderRawResponse() function is used to take in the response and show the raw JSON object on the page, but not in a clean and presentable way as the previous function. Its purpose is mainly to test and check the results from the request in its original form.",,https://www.google.com/search?q=what is the purpose of renderRawResponse,,,
740,Requests,What does  <code>why dont you use catch with fetch?</code> do?,,"because fetch itself always succeeds, which is why we check:if (response.ok)",,https://www.google.com/search?q=why dont you use catch with fetch?,,,
741,Requests,What does  <code>what are the parameters you put in when you call fetch()?</code> do?,,1. an endpoint URL2. a settings object {} which contains 2 properties:method & body,,https://www.google.com/search?q=what are the parameters you put in when you call fetch()?,,,
742,Array Methods,What does  <code>Array.filter()</code> do?,,<code>Array.filter()</code> creates a new array with every element in an array that pass a test.,"const words = ['spray', 'limit', 'elite', 'exuberant', 'destruction', 'present']; | 
 | 
const result = words.filter(word => word.length > 6); | 
 | 
console.log(result); | 
// Expected output: Array [""exuberant"", ""destruction"", ""present""] | ",https://www.google.com/search?q=Array.filter(),,,
743,Array Methods,What does  <code>Array.findIndex()</code> do?,,<code>Array.findIndex()</code> returns the index of the first element in an array that pass a test.,"const array1 = [5, 12, 8, 130, 44]; | 
 | 
const isLargeNumber = (element) => element > 13; | 
 | 
console.log(array1.findIndex(isLargeNumber)); | 
// Expected output: 3",https://www.google.com/search?q=Array.findIndex(),,,
744,Methods,What does <code>Array.reduceRight()</code> do?,,"<code>Array.reduceRight()</code> reduce the values of an array to a single value, from right-to-left.","const array1 = [[0, 1], [2, 3], [4, 5]]; | 
 | 
const result = array1.reduceRight((accumulator, currentValue) => accumulator.concat(currentValue)); | 
 | 
console.log(result); | 
// Expected output: Array [4, 5, 2, 3, 0, 1]",https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Array/reduceRight,,,
745,Array Methods,What does  <code>Array.fill()</code> do?,,<code>Array.fill()</code> fill the elements in an array with a static value.,"const array1 = [1, 2, 3, 4]; | 
 | 
// Fill with 0 from position 2 until position 4 | 
console.log(array1.fill(0, 2, 4)); | 
// Expected output: Array [1, 2, 0, 0] | 
 | 
// Fill with 5 from position 1 | 
console.log(array1.fill(5, 1)); | 
// Expected output: Array [1, 5, 5, 5] | 
 | 
console.log(array1.fill(6)); | 
// Expected output: Array [6, 6, 6, 6]",https://www.google.com/search?q=Array.fill(),,,
746,Array Methods,What does  <code>Array.reverse()</code> do?,,<code>Array.reverse()</code> reverses the order of the elements in an array.,"const array1 = ['one', 'two', 'three']; | 
console.log('array1:', array1); | 
// Expected output: ""array1:"" Array [""one"", ""two"", ""three""] | 
 | 
const reversed = array1.reverse(); | 
console.log('reversed:', reversed); | 
// Expected output: ""reversed:"" Array [""three"", ""two"", ""one""] | 
 | 
// Careful: reverse is destructive -- it changes the original array. | 
console.log('array1:', array1); | 
// Expected output: ""array1:"" Array [""three"", ""two"", ""one""]",https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Array/reverse,,,
747,Array Methods,What does  <code>Array.every()</code> do?,,<code>Array.every()</code>checks if every element in an array pass a test.,"const isBelowThreshold = (currentValue) => currentValue < 40; | 
 | 
const array1 = [1, 30, 39, 29, 10, 13]; | 
 | 
console.log(array1.every(isBelowThreshold)); | 
// Expected output: true",https://www.google.com/search?q=Array.every(),,,
748,Array Methods,What does <code>Array.includes()</code> do?,,<code>Array.includes()</code> check if an array contains the specified element.  Returns true or false.,"const array1 = [1, 2, 3]; | 
 | 
console.log(array1.includes(2)); | 
// Expected output: true | 
 | 
const pets = ['cat', 'dog', 'bat']; | 
 | 
console.log(pets.includes('cat')); | 
// Expected output: true | 
 | 
console.log(pets.includes('at')); | 
// Expected output: false",https://www.google.com/search?q=Array.includes(),,,
749,Array Methods,What does <code>Array.slice()</code> do?,,<code>Array.slice()</code> returns a shallow copy of a portion of an array into a new array object selected from start to end (end not included) where start and end represent the index of items in that array. The original array is not be modified.,"const animals = ['ant', 'bison', 'camel', 'duck', 'elephant']; | 
 | 
console.log(animals.slice(2)); | 
// Expected output: Array [""camel"", ""duck"", ""elephant""] | 
 | 
console.log(animals.slice(2, 4)); | 
// Expected output: Array [""camel"", ""duck""] | 
 | 
console.log(animals.slice(1, 5)); | 
// Expected output: Array [""bison"", ""camel"", ""duck"", ""elephant""] | 
 | 
console.log(animals.slice(-2)); | 
// Expected output: Array [""duck"", ""elephant""] | 
 | 
console.log(animals.slice(2, -1)); | 
// Expected output: Array [""camel"", ""duck""] | 
 | 
console.log(animals.slice()); | 
// Expected output: Array [""ant"", ""bison"", ""camel"", ""duck"", ""elephant""]",https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Array/slice,,,
750,???,"What does  <code>How would you add string ""baz"" to the end of an array?</code> do?",,"array.push(""baz"");",,"https://www.google.com/search?q=How would you add string ""baz"" to the end of an array?",,,
751,Conditional Logic,Give an example of a Conditional ELSE Statement.,,"ELSE statements allow us to make an alternative statement if original condition is false: | 
if (this condition is true) { | 
    do this thing | 
} else { | 
    do this other thing | 
}; | 
Basically like the terminal or default option if no other / prior condition is met.","if (this condition is true) { | 
    do this thing | 
} else { | 
    do this other thing | 
};",https://www.google.com/search?q=Example of Conditional ELSE Statement,,,
752,Factory Functions,"If you wanted to create a factory function called monsterFactory that could have details of many monsters, including their name, age, and energySource, how would you write it?",,"Name the function: const monsterFactory = | 
Create an arrow function with the details: (name, age, energySource) => {
Link variables to args: name: name; age: age; energySource: energySource;
};","const monsterFactory = (name, age, energySource) => { | 
return {name: name,age: age,energySource: energySource} | 
};","https://www.google.com/search?q=if you wanted to create a factory function called monsterFactory that could have details of many monsters, including their name, age, and energySource, what would you do?",,,
753,Array Methods,What does <code>Array.forEach()</code> do?,,<code>Array.forEach()</code> calls a function for each array element.,"const array1 = ['a', 'b', 'c']; | 
 | 
array1.forEach(element => console.log(element)); | 
 | 
// Expected output: ""a"" | 
// Expected output: ""b"" | 
// Expected output: ""c""",https://www.google.com/search?q=Array.forEach(),,,
754,Array Methods,What does <code>Array.splice()</code> do?,,"<code>Array.splice()</code> changes the contents of an array by removing or replacing existing elements and/or adding new elements in place. To access part of an array without modifying it, see slice().","const months = ['Jan', 'March', 'April', 'June']; | 
months.splice(1, 0, 'Feb'); | 
// Inserts at index 1 | 
console.log(months); | 
// Expected output: Array [""Jan"", ""Feb"", ""March"", ""April"", ""June""] | 
 | 
months.splice(4, 1, 'May'); | 
// Replaces 1 element at index 4 | 
console.log(months); | 
// Expected output: Array [""Jan"", ""Feb"", ""March"", ""April"", ""May""]",https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Array/splice,,,
755,Array Methods,What does <code>Array.isArray(array)</code> do?,,"<code>Array.isArray(array)</code> returns true if an object is an array, false if it is not.","const example = [1, 2, 3];
Array.isArray(example); | 
// returns true",https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Array/isArray,,,
756,Functions,What would be the syntax for a function expression assigned to the variable of dog?,,"const dog = function() { }; | 
or | 
const dog = () => { };",,https://www.google.com/search?q=what would be the syntax for a function expression assigned to the variable of dog?,,,
757,Object Methods,What does <code>Object.valueOf()</code> do?,,<code>Array.valueOf()</code> method of Object converts the this value to an object. This method is meant to be overridden by derived objects for custom type conversion logic.,"function MyNumberType(n) { | 
  this.number = n; | 
} | 
 | 
MyNumberType.prototype.valueOf = function() { | 
  return this.number; | 
}; | 
 | 
const object1 = new MyNumberType(4); | 
 | 
console.log(object1 + 3); | 
// Expected output: 7",https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Object/valueOf,,,
758,Async / Await,Async functions always return a ________.,,Promise,< put example Async function here. >,https://www.google.com/search?q=async functions always return a what,,,
759,Math Methods,What does  <code>Math.exp(x)</code> do?,,<code>Math.exp(x)</code> static method returns e raised to the power of a number. That is: 𝙼𝚊𝚝𝚑.𝚎𝚡𝚙(𝚡) = e,"console.log(Math.exp(0)); | 
// Expected output: 1 | 
 | 
console.log(Math.exp(1)); | 
// Expected output: 2.718281828459 (approximately) | 
 | 
console.log(Math.exp(-1)); | 
// Expected output: 0.36787944117144233 | 
 | 
console.log(Math.exp(2)); | 
// Expected output: 7.38905609893065",https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Math/exp,,,
760,Misc,What is a 'multi-paradigm' language,,a 'multi-paradigm' language supports more than one programming paradigm - developers can work with a variety of styles within javascript.,,https://www.google.com/search?q=Multi Paradigm Language,,,
761,Array Methods,What method creates an array from an object?,,<code>Array.from()</code> creates an array from an object.,"console.log(Array.from('foo')); | 
// Expected output: Array [""f"", ""o"", ""o""] | 
 | 
console.log(Array.from([1, 2, 3], x => x + x)); | 
// Expected output: Array [2, 4, 6]",https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Array/from,,,
762,Methods,What does <code>String.match()</code> do?,,"<code>String.match()</code> searches a string for a match against a regular expression, and returns the matches.","const paragraph = 'The quick brown fox jumps over the lazy dog. It barked.'; | 
const regex = /[A-Z]/g; | 
const found = paragraph.match(regex); | 
 | 
console.log(found); | 
// Expected output: Array [""T"", ""I""]",https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/String/match,,,
763,String Methods,What does <code>string.toUpperCase()</code> do?,,<code>string.toUpperCase()</code> returns the string value converted to uppercase.,"const string = 'My name is Phil.'; | 
 | 
console.log(string.toUpperCase()); | 
// returns 'MY NAME IS PHIL.'",https://www.google.com/search?q=str.toUpperCase(),,,
764,Async / Await,"How does <code>Promise.all()</code> work, and what does it do?",,"The <code>Promise.all()</code> static method takes an iterable of promises as input and returns a single Promise. This returned promise fulfills when all of the input's promises fulfill (including when an empty iterable is passed), with an array of the fulfillment values. It rejects when any of the input's promises rejects, with this first rejection reason.","const promise1 = Promise.resolve(3); | 
const promise2 = 42; | 
const promise3 = new Promise((resolve, reject) => { | 
  setTimeout(resolve, 100, 'foo'); | 
}); | 
 | 
Promise.all([promise1, promise2, promise3]).then((values) => { | 
  console.log(values); | 
}); | 
// expected output: Array [3, 42, ""foo""]",https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Promise/all,,,
765,Object Methods,What does <code>Object.decodeURI()</code> do?,,<code>Object.decodeURI()</code> decodes a Uniform Resource Identifier (URI) previously created by encodeURI() or a similar routine.,"const uri = 'https://mozilla.org/?x=шеллы'; | 
const encoded = encodeURI(uri); | 
console.log(encoded); | 
// expected output: ""https://mozilla.org/?x=%D1%88%D0%B5%D0%BB%D0%BB%D1%8B"" | 
 | 
try { | 
  console.log(decodeURI(encoded)); | 
  // expected output: ""https://mozilla.org/?x=шеллы"" | 
} catch (e) { // Catches a malformed URI | 
  console.error(e); | 
}",https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/decodeURI,,,
766,Document Methods,What does <code>Document.importNode()</code> do?,,<code>Document.importNode() imports a node from another document.,,https://www.google.com/search?q=Document.importNode(),,,
767,Objects,How do you grab an item (e.g. the name property) from an object called user?,,user.name,,"https://www.google.com/search?q=how do you grab an item (lets say, the name property of the user) from an object called user?",,,
768,Math Methods,"What does <code>Math.min(x, y, z, ..., n)</code> do?",,"<code>Math.min(x, y, z, ..., n)</code> returns the lowest value number within an array.","console.log(Math.min(2, 3, 1)); | 
// Expected output: 1 | 
 | 
console.log(Math.min(-2, -3, -1)); | 
// Expected output: -3 | 
 | 
const array1 = [2, 3, 1]; | 
 | 
console.log(Math.min(...array1)); | 
// Expected output: 1",https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Math/min,,,
769,Array Methods,What does <code>Array.concat()</code> do?,,"The concat() method is used to merge two or more arrays. This method does not change the existing arrays, but instead returns a new array.","const array1 = ['a', 'b', 'c']; | 
const array2 = ['d', 'e', 'f']; | 
const array3 = array1.concat(array2); | 
 | 
console.log(array3); | 
// Expected output: Array [""a"", ""b"", ""c"", ""d"", ""e"", ""f""]",https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Array/concat,,,
770,String Methods,What does <code>String.substring()</code> do?,,"The substring() method returns the part of the string from the start index up to and excluding the end index, or to the end of the string if no end index is supplied.","const str = 'Mozilla'; | 
 | 
console.log(str.substring(1, 3)); | 
// expected output: ""oz"" | 
 | 
console.log(str.substring(2)); | 
// Expected output: ""zilla""",https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/String/substring,,,
771,Factory Functions,"If you wanted to grab an array list of all of the key names and their properties in an object called robot, how would you do that?",,const robotEntries = object.entries(robot);,"const object1 = { | 
  a: 'somestring', | 
  b: 42 | 
}; | 
 | 
for (const [key, value] of Object.entries(object1)) { | 
  console.log(`${key}: ${value}`); | 
} | 
 | 
// expected output: | 
// ""a: somestring"" | 
// ""b: 42""",https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Object/entries,,,
